name,AA_KRA_TOTAAL_S.0,DR_AANPASSINGSVERMOGEN_S.0,DR_AV_MATE_VAN_VERHARDING_S.0,DR_AV_MATE_VAN_VERHARDING_V.0,DR_AV_ZOETWATER_BESCHIKBAARHEID_S.0,DR_AV_ZOETWATER_BESCHIKBAARHEID_V.0,DR_BLOOTSTELLING_S.0,DR_BS_GROEN_PRIVAAT_S.0,DR_BS_GROEN_PRIVAAT_V.0,DR_BS_GROEN_PUBLIEK_S.0,DR_BS_GROEN_PUBLIEK_V.0,DR_GEVOELIGHEID_S.0,DR_GV_BODEMDALING_S.0,DR_GV_BODEMDALING_V.0,DR_GV_FUNDERINGSSCHADE_S.0,DR_GV_FUNDERINGSSCHADE_V.0,DR_GV_HOOFD_GROEN_STRUCTUUR_S.0,DR_GV_HOOFD_GROEN_STRUCTUUR_V.0,DR_GV_SCHADE_AAN_GROEN_S.0,DR_GV_SCHADE_AAN_GROEN_V.0,DR_GV_VERZILTING_GRONDWATER_S.0,DR_GV_VERZILTING_GRONDWATER_V.0,DR_KLIMAATOMSTANDIGHEID_S.0,DR_KO_GRONDWATER_S.0,DR_KO_GRONDWATER_V.0,DR_TOTAAL_S.0,HI_AANPASSINGSVERMOGEN_S.0,HI_AV_LATK_S.0,HI_AV_LATK_V.0,HI_AV_TOEGANG_TOT_TUIN_S.0,HI_AV_TOEGANG_TOT_TUIN_V.0,HI_BLOOTSTELLING_S.0,HI_BS_AANTAL_INWONERS_V.0,HI_BS_ANTAL_INWONERS_S.0,HI_BS_DRUK_OPENBARE_RUIMTE_S.0,HI_BS_DRUK_OPENBARE_RUIMTE_V.0,HI_BS_SCHADUW_OP_LOOPGEBIEDEN_S.0,HI_BS_SCHADUW_OP_LOOPGEBIEDEN_V.0,HI_GEVOELIGHEID_S.0,HI_GV_AANTAL_65PLUS_S.0,HI_GV_AANTAL_65_INWONERS_V.0,HI_GV_AANTAL_LAAGOPGELEIDEN_V.0,HI_GV_AANTAL_LAAG_OPGELEIDEN_S.0,HI_GV_AANTAL_LANGDURIG_ZIEKE_INWONERS_S.0,HI_GV_AANTAL_LANGDURIG_ZIEKE_INWONERS_V.0,HI_GV_INWONERS_BEPERKT_MOBIEL_S.0,HI_GV_INWONERS_BEPERKT_MOBIEL_V.0,HI_GV_INWONERS_ONDER_SOCIAAL_MINIMUM_S.0,HI_GV_INWONERS_ONDER_SOCIAAL_MINIMUM_V.0,HI_GV_PANDEN_MET_KWETSBARE_GROEPEN_S.0,HI_GV_PANDEN_MET_KWETSBARE_GROEPEN_V.0,HI_KLIMAATOMSTANDIGHEID_S.0,HI_KO_PET_S.0,HI_KO_PET_V.0,HI_TOTAAL_S.0,WO_AANPASSINGSVERMOGEN_S.0,WO_AV_GROENPRIVAAT_S.0,WO_AV_GROENPRIVAAT_V.0,WO_AV_GROENPUBLIEK_S.0,WO_AV_GROENPUBLIEK_V.0,WO_AV_ONTWATERINGSDIEPTE_S.0,WO_AV_ONTWATERINGSDIEPTE_V.0,WO_BLOOTSTELLING_S.0,WO_BL_DRUK_OPENBARE_RUIMTE_V.0,WO_BS_AANTAL_INWONERS_S.0,WO_BS_AANTAL_INWONERS_V.0,WO_BS_DRUK_OPENBARE_RUIMTE_S.0,WO_BS_VITAAL_EN_KWETSBAAR_S.0,WO_BS_VITAAL_EN_KWETSBAAR_V.0,WO_BS_WATER_OP_PLUSNET_S.0,WO_BS_WATER_OP_PLUSNET_V.0,WO_BS_WATER_OP_STRAAT_S.0,WO_BS_WATER_OP_STRAAT_V.0,WO_BS_WATER_TEGEN_GEVEL_S.0,WO_BS_WATER_TEGEN_GEVEL_V.0,WO_GEVOELIGHEID_S.0,WO_GV_AANTAL_65_INWONERS_S.0,WO_GV_AANTAL_65_INWONERS_V.0,WO_GV_AANTAL_LAAG_OPGELEIDEN_S.0,WO_GV_AANTAL_LAAG_OPGELEIDEN_V.0,WO_GV_AANTAL_LANGDURIG_ZIEKE_INWONERS_S.0,WO_GV_AANTAL_LANGDURIG_ZIEKE_INWONERS_V.0,WO_GV_INWONERS_MOBILITEIT_S.0,WO_GV_INWONERS_MOBILITEIT_V.0,WO_GV_OPPERVLAKTE_WATER_S.0,WO_GV_OPPERVLAKTE_WATER_V.0,WO_GV_PANDEN_MET_KWETSBARE_GROEPEN_S.0,WO_GV_PANDEN_MET_KWETSBARE_GROEPEN_V.0,WO_GV_SOCIAAL_MINIMUM_S.0,WO_GV_SOCIAAL_MINIMUM_V.0,WO_GV_TYPE_RIOLERING_S.0,WO_GV_TYPE_RIOLERING_V.0,WO_KLIMAATOMSTANDIGHEID_S.0,WO_KO_WATERDIEPTE_S.0,WO_KO_WATERDIEPTE_V.0,WO_TOTAAL_S.0,WV_AANPASSINGSVERMOGEN_S.0,WV_AV_AANKOMSTTIJD_S.0,WV_AV_EVACUATIE_AANKOMSTTIJD_V.0,WV_AV_VERTICALE_EVACUATIE_ROUTES_S.0,WV_AV_VERTICALE_EVACUATIE_ROUTES_V.0,WV_BLOOTSTELLING_S.0,WV_BS_AANTAL_INWONERS_S.0,WV_BS_AANTAL_INWONERS_V.0,WV_BS_OVERSTROMINGSDUUR_S.0,WV_BS_OVERSTROMINGSDUUR_V.0,WV_BS_VITAAL_EN_KWETSBAAR_S.0,WV_BS_VITAAL_EN_KWETSBAAR_V.0,WV_GEVOELIGHEID_S.0,WV_GV_AANTAL_65PLUS_S.0,WV_GV_AANTAL_65PLUS_V.0,WV_GV_AANTAL_LAAG_OPGELEIDEN_S.0,WV_GV_AANTAL_LAAG_OPGELEIDEN_V.0,WV_GV_AANTAL_LANGDURING_ZIEKE_INWONERS_S.0,WV_GV_AANTAL_LANGDURING_ZIEKE_INWONERS_V.0,WV_GV_INWONERS_MOBILITEIT_S.0,WV_GV_INWONERS_MOBILITEIT_V.0,WV_GV_INWONERS_SOCIAAL_MINIMUM_S.0,WV_GV_INWONERS_SOCIAAL_MINIMUM_V.0,WV_GV_PANDEN_MET_KWETSBARE_GROEPEN_S.0,WV_GV_PANDEN_MET_KWETSBARE_GROEPEN_V.0,WV_KLIMAATOMSTANDIGHEID_S.0,WV_KO_OVERSTROMINGSDIEPTE_1_X_100000_S.0,WV_KO_OVERSTROMINGSDIEPTE_1_X_100000_V.0,WV_KO_OVERSTROMINGSDIEPTE_1_X_10000_S.0,WV_KO_OVERSTROMINGSDIEPTE_1_X_10000_V.0,WV_KO_OVERSTROMINGSDIEPTE_1_X_1000_S.0,WV_KO_OVERSTROMINGSDIEPTE_1_X_1000_V.0,WV_KO_OVERSTROMINGSDIEPTE_1_X_100_S.0,WV_KO_OVERSTROMINGSDIEPTE_1_X_100_V.0,WV_TOTAAL_S.0
RK_Bedrijventerrein Nijverheidslaan,2.43,2.0,3.0,55.0,1.0,21.26,3.5,2.0,21.0,5.0,58.0,2.0,2.0,0.143654,2.0,0.915217,1.0,0.0,2.0,0.191504,3.0,3.440672,3.0,3.0,1.1,2.625,2.0,3.0,2.561404,1.0,0.5812,2.33,30.0,1.0,1.0,0.0,5.0,0.033,1.83,1.0,5.0,0.0,1.0,5.0,35.0,2.0,4.0,1.0,0.0,1.0,0.0,3.0,3.0,36.43,2.29,2.67,4.0,21.0,1.0,58.0,3.0,0.0,2.17,0.0,1.0,30.0,1.0,1.0,0.0,1.0,0.0,4.0,0.257049,5.0,0.526316,2.0,1.0,5.0,1.0,0.0,5.0,35.0,2.0,4.0,1.0,21.26,1.0,0.0,1.0,0.0,4.0,0.75209,3.0,3.0,0.0256,2.46,3.0,1.0,230.663118,5.0,2.476648,2.0,1.0,30.0,4.0,4.0,1.0,0.0,1.83,1.0,4.0,1.0,0.0,5.0,0.0,2.0,4.0,1.0,0.0,1.0,0.0,2.5,3.0,0.74,3.0,0.71,3.0,0.63,1.0,0.0,2.33
RK_Helmersbuurt Oost,2.43,3.5,4.0,75.0,3.0,7.5,3.0,4.0,43.0,2.0,24.0,1.6,2.0,0.14499,1.0,0.0,1.0,0.0,1.0,0.058709,3.0,3.049286,4.0,4.0,1.324286,3.025,2.5,4.0,3.774127,1.0,0.50334,2.33,2560.0,4.0,2.0,137.237427,1.0,0.424,2.0,3.0,250.0,150.0,3.0,1.0,23.0,1.0,3.0,2.0,5.0,2.0,0.00342,3.0,3.0,36.59,2.46,2.67,2.0,43.0,4.0,24.0,2.0,0.94,2.33,137.237427,4.0,2560.0,2.0,1.0,0.0,4.0,0.012,2.0,0.017783,1.0,0.062663,2.5,3.0,250.0,3.0,150.0,1.0,23.0,1.0,3.0,3.0,7.5,2.0,0.00342,2.0,5.0,5.0,0.94405,1.0,1.0,0.0049,2.125,2.5,1.0,68.019011,4.0,2.229189,2.67,4.0,2560.0,3.0,3.0,1.0,0.0,2.0,3.0,3.0,3.0,150.0,1.0,110.771298,1.0,3.0,2.0,5.0,2.0,0.00342,1.25,2.0,0.46,1.0,0.03,1.0,0.08,1.0,0.0,2.11
RK_Vondelpark Oost,2.43,1.5,1.0,20.0,2.0,14.28,4.5,4.0,50.0,5.0,79.0,3.8,3.0,0.380232,3.0,3.958333,5.0,0.974405,5.0,2.294064,3.0,3.786524,4.0,4.0,1.326364,3.45,3.0,2.0,1.529412,4.0,0.080173,1.0,5.0,1.0,1.0,89.844437,1.0,0.413,1.33,1.0,5.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.012978,2.0,2.0,35.81,1.83,1.67,2.0,50.0,1.0,79.0,2.0,1.008235,1.17,89.844437,1.0,5.0,1.0,1.0,0.0,1.0,0.0,1.0,0.011742,2.0,0.125,1.63,1.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,14.28,3.0,0.012978,1.0,0.0,3.0,0.109764,5.0,5.0,0.0539,2.3675,3.5,3.0,15.232615,4.0,2.348742,2.0,1.0,5.0,4.0,3.497404,1.0,0.0,1.33,1.0,0.0,1.0,0.0,1.0,2.106473,1.0,0.0,1.0,0.0,3.0,0.012978,1.5,3.0,1.3,1.0,0.0,1.0,0.0,1.0,0.0,2.08
RK_Geuzenhofbuurt,2.42,2.5,3.0,41.0,2.0,13.03,5.0,5.0,68.0,5.0,66.0,2.8,3.0,0.205961,2.0,2.121069,1.0,0.0,5.0,0.933088,3.0,3.963855,3.0,3.0,1.16,3.325,1.5,2.0,1.930612,1.0,0.606165,2.0,1670.0,3.0,2.0,128.089113,1.0,0.646,2.0,2.0,135.0,70.0,2.0,1.0,22.0,2.0,4.0,2.0,6.0,3.0,0.013788,1.0,1.0,34.55,1.63,1.67,1.0,68.0,1.0,66.0,3.0,0.746667,2.17,128.089113,3.0,1670.0,2.0,1.0,0.0,1.0,0.0,4.0,0.181942,2.0,0.11875,1.88,2.0,135.0,2.0,70.0,1.0,22.0,2.0,4.0,2.0,13.03,3.0,0.013788,2.0,6.0,1.0,0.0,3.0,3.0,0.0291,2.18,4.0,4.0,6.523157,4.0,2.347369,2.67,3.0,1670.0,4.0,3.23253,1.0,0.0,2.0,2.0,4.0,2.0,70.0,1.0,72.307809,2.0,4.0,2.0,6.0,3.0,0.013788,1.5,3.0,0.65,1.0,0.0,1.0,0.0,1.0,0.0,2.54
RK_Baanakkerspark Zuid,2.42,1.5,1.0,12.0,2.0,12.31,3.0,1.0,0.0,5.0,89.0,3.0,2.0,0.170203,1.0,0.0,5.0,0.800031,5.0,1.589555,2.0,5.0,5.0,5.0,2.16,3.125,3.0,1.0,1.0,5.0,0.0,1.33,445.0,2.0,1.0,41.646825,1.0,0.564,3.0,2.0,145.0,40.0,2.0,5.0,33.0,4.0,9.0,2.0,5.0,3.0,0.031633,1.0,1.0,34.81,2.08,2.33,5.0,0.0,1.0,89.0,1.0,1.8,1.17,41.646825,2.0,445.0,1.0,1.0,0.0,1.0,0.0,1.0,0.009878,1.0,0.0,2.63,2.0,145.0,2.0,40.0,5.0,33.0,4.0,9.0,2.0,12.31,3.0,0.031633,2.0,5.0,1.0,0.0,2.0,2.0,0.0131,2.0325,2.0,1.0,0.0,3.0,2.082829,2.33,2.0,445.0,4.0,4.0,1.0,0.0,3.0,2.0,9.0,2.0,40.0,5.0,85.973541,4.0,9.0,2.0,5.0,3.0,0.031633,2.5,3.0,1.59,3.0,1.22,3.0,1.22,1.0,0.0,2.46
RK_Woon- en Groengebied Sloterdijk,2.42,2.5,2.0,29.0,3.0,8.2,5.0,5.0,73.0,5.0,71.0,3.6,3.0,0.206609,1.0,0.0,5.0,0.795188,5.0,0.53354,4.0,3.0,2.0,2.0,0.89,3.275,4.0,3.0,2.267123,5.0,0.014454,2.0,525.0,2.0,1.0,12.393563,3.0,0.297,1.67,2.0,30.0,20.0,2.0,1.0,21.0,1.0,2.0,2.0,2.0,2.0,0.01061,1.0,1.0,34.55,2.17,2.0,1.0,73.0,1.0,71.0,4.0,0.52,2.33,12.393563,2.0,525.0,1.0,2.0,2.0,1.0,0.0,3.0,0.132673,5.0,0.54902,1.75,2.0,30.0,2.0,20.0,1.0,21.0,1.0,2.0,3.0,8.2,2.0,0.01061,2.0,2.0,1.0,0.0,2.0,2.0,0.0136,2.02,1.5,2.0,27.967639,1.0,1.342974,2.67,2.0,525.0,4.0,4.0,2.0,2.0,1.67,2.0,2.0,2.0,20.0,1.0,10.356405,1.0,2.0,2.0,2.0,2.0,0.01061,3.0,3.0,1.51,3.0,1.62,3.0,1.62,3.0,1.62,2.21
RK_Diepenbrockbuurt,2.42,3.0,4.0,63.0,2.0,13.08,3.0,4.0,47.0,2.0,27.0,2.8,3.0,0.262801,3.0,5.708051,4.0,0.198666,2.0,0.109992,2.0,5.0,3.0,3.0,1.2375,2.95,3.5,3.0,2.558296,4.0,0.043916,1.67,800.0,2.0,1.0,64.730374,2.0,0.327,2.0,2.0,135.0,40.0,2.0,2.0,24.0,2.0,4.0,2.0,6.0,2.0,0.009329,3.0,3.0,36.43,2.54,2.67,2.0,47.0,4.0,27.0,2.0,1.035455,1.83,64.730374,2.0,800.0,1.0,1.0,0.0,1.0,0.0,3.0,0.157019,3.0,0.238095,2.25,2.0,135.0,2.0,40.0,2.0,24.0,2.0,4.0,2.0,13.08,2.0,0.009329,2.0,6.0,4.0,0.248885,2.0,2.0,0.0197,2.1875,2.5,4.0,6.335955,1.0,1.224898,2.33,2.0,800.0,4.0,3.051536,1.0,0.0,2.0,2.0,4.0,2.0,40.0,2.0,66.779996,2.0,4.0,2.0,6.0,2.0,0.009329,1.25,2.0,0.22,1.0,0.09,1.0,0.09,1.0,0.0,2.02
RK_Leidsebuurt Noordoost,2.42,3.5,5.0,82.0,2.0,12.03,2.0,3.0,34.0,1.0,9.0,1.8,2.0,0.138883,1.0,0.0,1.0,0.0,1.0,0.032573,4.0,2.964577,4.0,4.0,1.424,2.825,3.0,3.0,2.882155,3.0,0.210891,2.67,1085.0,2.0,5.0,417.465429,1.0,0.421,2.0,2.0,60.0,90.0,2.0,1.0,20.0,1.0,3.0,3.0,7.0,3.0,0.013708,3.0,3.0,36.53,2.67,3.33,3.0,34.0,5.0,9.0,2.0,1.132,1.83,417.465429,2.0,1085.0,5.0,1.0,0.0,1.0,0.0,1.0,0.001712,1.0,0.064777,2.38,2.0,60.0,2.0,90.0,1.0,20.0,1.0,3.0,2.0,12.03,3.0,0.013708,3.0,7.0,5.0,0.911815,1.0,1.0,0.0013,2.135,3.0,4.0,10.931818,2.0,1.597566,2.0,2.0,1085.0,3.0,3.0,1.0,0.0,2.0,2.0,3.0,2.0,90.0,1.0,39.138844,1.0,3.0,3.0,7.0,3.0,0.013708,1.25,2.0,0.24,1.0,0.0,1.0,0.0,1.0,0.0,2.06
RK_RAI,2.41,4.5,5.0,89.0,4.0,3.07,1.0,1.0,7.0,1.0,15.0,1.6,2.0,0.147087,1.0,0.0,2.0,4.1e-05,1.0,0.09979,2.0,5.0,4.0,4.0,1.5,2.775,1.5,3.0,2.244898,0.0,0.01346,2.33,0.0,1.0,2.0,114.570013,4.0,0.143,1.33,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.017856,4.0,4.0,37.9,2.29,3.67,5.0,7.0,5.0,15.0,1.0,1.24,2.67,114.570013,1.0,0.0,2.0,1.0,0.0,4.0,0.006,3.0,0.120022,5.0,0.785714,1.63,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,3.07,3.0,0.017856,1.0,0.0,1.0,0.0,3.0,3.0,0.0252,2.7425,3.0,4.0,8.710168,2.0,1.499988,2.0,1.0,0.0,4.0,3.010023,1.0,0.0,1.33,1.0,0.0,1.0,0.0,1.0,0.824676,1.0,0.0,1.0,0.0,3.0,0.017856,1.0,1.0,0.18,1.0,0.06,1.0,0.06,1.0,0.0,1.83
RK_Amsterdamse Bos,2.41,1.0,1.0,14.0,1.0,51.97,4.0,3.0,31.0,5.0,80.0,3.4,3.0,0.368331,2.0,2.740805,5.0,0.81189,5.0,0.972725,2.0,5.0,3.0,3.0,1.1,2.85,4.5,4.0,3.848684,5.0,0.0,1.67,65.0,1.0,1.0,21.419859,3.0,0.253,1.5,1.0,15.0,0.0,1.0,3.0,27.0,2.0,4.0,1.0,0.0,1.0,0.000362,2.0,2.0,35.26,2.42,2.33,3.0,31.0,1.0,80.0,3.0,0.0,1.0,21.419859,1.0,65.0,1.0,1.0,0.0,1.0,0.0,1.0,0.005549,1.0,0.024691,1.38,1.0,15.0,1.0,0.0,3.0,27.0,2.0,4.0,1.0,51.97,1.0,0.000362,1.0,0.0,1.0,0.0,1.0,1.0,0.0007,1.4275,4.0,3.0,16.333864,5.0,2.413539,2.33,1.0,65.0,5.0,4.023471,1.0,0.0,1.5,1.0,4.0,1.0,0.0,3.0,6.036407,2.0,4.0,1.0,0.0,1.0,0.000362,4.0,4.0,2.03,4.0,2.03,4.0,2.02,4.0,2.2,2.96
RK_Bedrijventerrein Noord,2.41,3.0,4.0,71.0,2.0,10.84,2.5,1.0,12.0,4.0,47.0,1.8,3.0,0.255461,1.0,0.222222,1.0,0.0,1.0,0.069272,3.0,3.402978,3.0,3.0,1.1,2.575,3.0,3.0,2.835294,3.0,0.108705,2.0,130.0,1.0,1.0,0.0,4.0,0.115,1.5,2.0,20.0,30.0,2.0,2.0,24.0,1.0,3.0,1.0,0.0,1.0,0.001352,2.0,2.0,35.52,2.13,3.33,5.0,12.0,2.0,47.0,3.0,0.0,2.33,0.0,1.0,130.0,1.0,1.0,1.0,1.0,0.0,5.0,0.401249,5.0,0.532847,2.0,2.0,20.0,2.0,30.0,2.0,24.0,1.0,3.0,2.0,10.84,1.0,0.001352,1.0,0.0,5.0,0.920701,3.0,3.0,0.0283,2.665,3.0,2.0,42.407463,4.0,2.340675,2.0,1.0,130.0,4.0,3.810483,1.0,1.0,1.5,2.0,3.0,2.0,30.0,2.0,0.081107,1.0,3.0,1.0,0.0,1.0,0.001352,2.5,3.0,1.25,3.0,1.25,3.0,1.21,1.0,0.1,2.25
RK_Swammerdambuurt,2.41,2.5,4.0,70.0,1.0,19.59,2.0,3.0,38.0,1.0,12.0,2.0,2.0,0.14412,3.0,4.701199,1.0,0.0,2.0,0.178616,2.0,4.294086,3.0,3.0,1.022,2.375,2.0,3.0,2.108179,1.0,0.499337,2.67,1960.0,3.0,2.0,109.808423,3.0,0.294,2.33,3.0,160.0,200.0,3.0,1.0,23.0,2.0,4.0,3.0,7.0,2.0,0.01042,4.0,4.0,37.82,2.75,3.67,3.0,38.0,5.0,12.0,3.0,0.7775,2.0,109.808423,3.0,1960.0,2.0,2.0,2.0,1.0,0.0,2.0,0.014309,2.0,0.148014,2.38,3.0,160.0,3.0,200.0,1.0,23.0,2.0,4.0,1.0,19.59,2.0,0.01042,3.0,7.0,4.0,0.552372,1.0,1.0,0.0044,2.2625,2.5,3.0,16.24563,2.0,1.839009,3.0,3.0,1960.0,4.0,3.082205,2.0,2.0,2.33,3.0,4.0,3.0,200.0,1.0,70.635049,2.0,4.0,3.0,7.0,2.0,0.01042,1.25,2.0,0.21,1.0,0.03,1.0,0.03,1.0,0.0,2.27
RK_Hemelrijk,2.41,3.5,5.0,83.0,2.0,12.67,1.0,1.0,1.0,1.0,8.0,1.6,2.0,0.178181,1.0,0.0,1.0,0.0,1.0,0.038798,3.0,3.172304,3.0,3.0,1.16,2.275,2.5,2.0,1.27619,3.0,0.106707,3.0,560.0,2.0,5.0,558.057584,2.0,0.32,2.17,2.0,35.0,40.0,2.0,1.0,23.0,1.0,3.0,4.0,11.0,3.0,0.015387,4.0,4.0,37.34,2.92,4.0,5.0,1.0,5.0,8.0,2.0,0.97,2.17,558.057584,2.0,560.0,5.0,1.0,0.0,1.0,0.0,2.0,0.052695,2.0,0.124183,2.5,2.0,35.0,2.0,40.0,1.0,23.0,1.0,3.0,2.0,12.67,3.0,0.015387,4.0,11.0,5.0,0.831667,1.0,1.0,0.0041,2.4175,2.5,3.0,12.777228,2.0,1.612463,2.0,2.0,560.0,3.0,3.0,1.0,0.0,2.17,2.0,3.0,2.0,40.0,1.0,17.463921,1.0,3.0,4.0,11.0,3.0,0.015387,1.5,3.0,0.51,1.0,0.0,1.0,0.0,1.0,0.0,2.04
RK_Marnixbuurt Zuid,2.41,2.5,4.0,70.0,1.0,19.81,1.5,2.0,24.0,1.0,17.0,1.8,2.0,0.162046,1.0,0.0,1.0,0.0,1.0,0.005871,4.0,3.0,5.0,5.0,1.52,2.7,2.0,3.0,2.571429,1.0,0.508449,2.0,665.0,2.0,3.0,260.926181,1.0,0.425,3.5,3.0,190.0,50.0,2.0,4.0,31.0,4.0,9.0,4.0,11.0,4.0,0.969015,3.0,3.0,36.85,2.63,3.33,4.0,24.0,5.0,17.0,1.0,1.29,1.83,260.926181,2.0,665.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.204082,3.25,3.0,190.0,2.0,50.0,4.0,31.0,4.0,9.0,1.0,19.81,4.0,0.969015,4.0,11.0,4.0,0.686267,1.0,1.0,0.0019,2.3525,1.0,1.0,170.535398,1.0,1.160403,2.0,2.0,665.0,3.0,3.0,1.0,0.0,3.5,3.0,9.0,2.0,50.0,4.0,77.84589,4.0,9.0,4.0,11.0,4.0,0.969015,1.25,2.0,0.33,1.0,0.18,1.0,0.08,1.0,0.0,1.94
RK_Steigereiland Noord,2.4,2.0,3.0,49.0,1.0,37.37,2.0,1.0,12.0,3.0,31.0,3.2,1.0,0.024094,1.0,0.0,4.0,0.178299,5.0,0.486472,5.0,0.0,3.0,3.0,1.1,2.55,4.5,4.0,3.978873,5.0,0.015047,2.67,1640.0,3.0,1.0,20.214172,4.0,0.148,2.33,2.0,70.0,200.0,3.0,2.0,26.0,3.0,6.0,2.0,5.0,2.0,0.007288,3.0,3.0,36.61,3.13,3.67,5.0,12.0,3.0,31.0,3.0,0.0,2.0,20.214172,3.0,1640.0,1.0,1.0,0.0,1.0,0.0,2.0,0.067132,4.0,0.315789,2.0,2.0,70.0,3.0,200.0,2.0,26.0,3.0,6.0,1.0,37.37,2.0,0.007288,2.0,5.0,1.0,0.0,2.0,2.0,0.0151,2.4175,1.0,1.0,0.0,1.0,1.0,1.67,3.0,1640.0,1.0,0.0,1.0,0.0,2.33,2.0,6.0,3.0,200.0,2.0,23.292754,3.0,6.0,2.0,5.0,2.0,0.007288,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.5
RK_Nelson Mandelapark,2.4,2.5,3.0,56.0,2.0,12.23,2.5,1.0,13.0,4.0,43.0,3.6,2.0,0.144965,2.0,0.95,5.0,0.813219,5.0,1.924434,4.0,2.812328,2.0,2.0,0.9625,2.65,1.5,3.0,2.125,0.0,0.0,2.33,0.0,1.0,1.0,66.151956,5.0,0.05,1.17,1.0,0.0,0.0,1.0,1.0,,1.0,,1.0,0.0,2.0,0.008363,2.0,2.0,35.93,1.75,3.67,5.0,13.0,2.0,43.0,4.0,0.524,2.67,66.151956,1.0,0.0,1.0,1.0,0.0,5.0,0.041,3.0,0.145399,5.0,0.666667,1.25,1.0,0.0,1.0,0.0,1.0,,1.0,,2.0,12.23,2.0,0.008363,1.0,0.0,1.0,0.0,4.0,4.0,0.0316,2.8975,3.0,4.0,9.94419,2.0,1.739415,2.33,1.0,0.0,5.0,4.004969,1.0,0.0,1.17,1.0,0.0,1.0,0.0,1.0,0.82807,1.0,,1.0,0.0,2.0,0.008363,2.75,3.0,1.85,3.0,1.85,3.0,1.85,2.0,0.25,2.31
RK_Planciusbuurt Zuid,2.4,2.0,3.0,60.0,1.0,29.93,1.0,1.0,3.0,1.0,20.0,2.2,3.0,0.264424,2.0,2.489655,1.0,0.0,1.0,0.0,4.0,2.968391,5.0,5.0,1.93,2.55,2.0,2.0,1.096774,2.0,0.453244,2.33,170.0,1.0,3.0,278.754081,3.0,0.242,3.5,2.0,30.0,20.0,2.0,5.0,37.0,4.0,11.0,5.0,21.0,3.0,0.020833,4.0,4.0,37.64,2.96,3.67,5.0,3.0,5.0,20.0,1.0,1.75,1.33,278.754081,1.0,170.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.033333,3.25,2.0,30.0,2.0,20.0,5.0,37.0,4.0,11.0,1.0,29.93,3.0,0.020833,5.0,21.0,4.0,0.59473,1.0,1.0,0.0013,2.3125,1.0,1.0,350.0,1.0,1.0,1.67,1.0,170.0,3.0,3.0,1.0,0.0,3.5,2.0,11.0,2.0,20.0,5.0,18.934626,4.0,11.0,5.0,21.0,3.0,0.020833,1.0,1.0,0.08,1.0,0.08,1.0,0.0,1.0,0.0,1.79
RK_Gouden Bocht,2.4,2.5,4.0,64.0,1.0,16.03,3.5,5.0,60.0,2.0,22.0,2.4,2.0,0.192524,4.0,10.433621,1.0,0.0,1.0,0.0,4.0,2.001809,5.0,5.0,1.61,3.35,3.0,3.0,2.826087,3.0,0.096058,2.33,150.0,1.0,5.0,556.779354,1.0,0.429,1.83,2.0,30.0,40.0,2.0,2.0,24.0,2.0,4.0,1.0,0.0,2.0,0.011684,3.0,3.0,36.28,2.54,2.0,1.0,60.0,4.0,22.0,1.0,1.38,1.67,556.779354,1.0,150.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.13,2.0,30.0,2.0,40.0,2.0,24.0,2.0,4.0,1.0,16.03,2.0,0.011684,1.0,0.0,5.0,0.995433,1.0,1.0,0.0,1.7,3.5,4.0,8.5,3.0,1.976357,1.67,1.0,150.0,3.0,3.0,1.0,0.0,1.83,2.0,4.0,2.0,40.0,2.0,14.763003,2.0,4.0,1.0,0.0,2.0,0.011684,1.0,1.0,0.14,1.0,0.0,1.0,0.0,1.0,0.0,2.0
RK_Spiegelbuurt,2.4,2.5,4.0,66.0,1.0,15.08,3.0,5.0,62.0,1.0,20.0,1.8,2.0,0.176286,1.0,0.0,1.0,0.0,1.0,0.003192,4.0,2.167598,5.0,5.0,1.795,3.075,3.0,3.0,2.489796,3.0,0.217638,2.67,830.0,2.0,5.0,556.779354,1.0,0.463,2.17,2.0,105.0,90.0,2.0,1.0,23.0,1.0,3.0,3.0,7.0,4.0,0.977077,2.0,2.0,35.5,2.46,2.33,1.0,62.0,5.0,20.0,1.0,1.61,2.17,556.779354,2.0,830.0,5.0,1.0,0.0,1.0,0.0,2.0,0.017555,2.0,0.154506,2.38,2.0,105.0,2.0,90.0,1.0,23.0,1.0,3.0,1.0,15.08,4.0,0.977077,3.0,7.0,5.0,0.983998,1.0,1.0,0.0056,1.97,3.0,4.0,10.326632,2.0,1.858193,2.0,2.0,830.0,3.0,3.0,1.0,0.0,2.17,2.0,3.0,2.0,90.0,1.0,52.860468,1.0,3.0,3.0,7.0,4.0,0.977077,1.25,2.0,0.34,1.0,0.0,1.0,0.0,1.0,0.0,2.11
