name,AA_KRA_TOTAAL_S.0,DR_AANPASSINGSVERMOGEN_S.0,DR_AV_MATE_VAN_VERHARDING_S.0,DR_AV_MATE_VAN_VERHARDING_V.0,DR_AV_ZOETWATER_BESCHIKBAARHEID_S.0,DR_AV_ZOETWATER_BESCHIKBAARHEID_V.0,DR_BLOOTSTELLING_S.0,DR_BS_GROEN_PRIVAAT_S.0,DR_BS_GROEN_PRIVAAT_V.0,DR_BS_GROEN_PUBLIEK_S.0,DR_BS_GROEN_PUBLIEK_V.0,DR_GEVOELIGHEID_S.0,DR_GV_BODEMDALING_S.0,DR_GV_BODEMDALING_V.0,DR_GV_FUNDERINGSSCHADE_S.0,DR_GV_FUNDERINGSSCHADE_V.0,DR_GV_HOOFD_GROEN_STRUCTUUR_S.0,DR_GV_HOOFD_GROEN_STRUCTUUR_V.0,DR_GV_SCHADE_AAN_GROEN_S.0,DR_GV_SCHADE_AAN_GROEN_V.0,DR_GV_VERZILTING_GRONDWATER_S.0,DR_GV_VERZILTING_GRONDWATER_V.0,DR_KLIMAATOMSTANDIGHEID_S.0,DR_KO_GRONDWATER_S.0,DR_KO_GRONDWATER_V.0,DR_TOTAAL_S.0,HI_AANPASSINGSVERMOGEN_S.0,HI_AV_LATK_S.0,HI_AV_LATK_V.0,HI_AV_TOEGANG_TOT_TUIN_S.0,HI_AV_TOEGANG_TOT_TUIN_V.0,HI_BLOOTSTELLING_S.0,HI_BS_AANTAL_INWONERS_V.0,HI_BS_ANTAL_INWONERS_S.0,HI_BS_DRUK_OPENBARE_RUIMTE_S.0,HI_BS_DRUK_OPENBARE_RUIMTE_V.0,HI_BS_SCHADUW_OP_LOOPGEBIEDEN_S.0,HI_BS_SCHADUW_OP_LOOPGEBIEDEN_V.0,HI_GEVOELIGHEID_S.0,HI_GV_AANTAL_65PLUS_S.0,HI_GV_AANTAL_65_INWONERS_V.0,HI_GV_AANTAL_LAAGOPGELEIDEN_V.0,HI_GV_AANTAL_LAAG_OPGELEIDEN_S.0,HI_GV_AANTAL_LANGDURIG_ZIEKE_INWONERS_S.0,HI_GV_AANTAL_LANGDURIG_ZIEKE_INWONERS_V.0,HI_GV_INWONERS_BEPERKT_MOBIEL_S.0,HI_GV_INWONERS_BEPERKT_MOBIEL_V.0,HI_GV_INWONERS_ONDER_SOCIAAL_MINIMUM_S.0,HI_GV_INWONERS_ONDER_SOCIAAL_MINIMUM_V.0,HI_GV_PANDEN_MET_KWETSBARE_GROEPEN_S.0,HI_GV_PANDEN_MET_KWETSBARE_GROEPEN_V.0,HI_KLIMAATOMSTANDIGHEID_S.0,HI_KO_PET_S.0,HI_KO_PET_V.0,HI_TOTAAL_S.0,WO_AANPASSINGSVERMOGEN_S.0,WO_AV_GROENPRIVAAT_S.0,WO_AV_GROENPRIVAAT_V.0,WO_AV_GROENPUBLIEK_S.0,WO_AV_GROENPUBLIEK_V.0,WO_AV_ONTWATERINGSDIEPTE_S.0,WO_AV_ONTWATERINGSDIEPTE_V.0,WO_BLOOTSTELLING_S.0,WO_BL_DRUK_OPENBARE_RUIMTE_V.0,WO_BS_AANTAL_INWONERS_S.0,WO_BS_AANTAL_INWONERS_V.0,WO_BS_DRUK_OPENBARE_RUIMTE_S.0,WO_BS_VITAAL_EN_KWETSBAAR_S.0,WO_BS_VITAAL_EN_KWETSBAAR_V.0,WO_BS_WATER_OP_PLUSNET_S.0,WO_BS_WATER_OP_PLUSNET_V.0,WO_BS_WATER_OP_STRAAT_S.0,WO_BS_WATER_OP_STRAAT_V.0,WO_BS_WATER_TEGEN_GEVEL_S.0,WO_BS_WATER_TEGEN_GEVEL_V.0,WO_GEVOELIGHEID_S.0,WO_GV_AANTAL_65_INWONERS_S.0,WO_GV_AANTAL_65_INWONERS_V.0,WO_GV_AANTAL_LAAG_OPGELEIDEN_S.0,WO_GV_AANTAL_LAAG_OPGELEIDEN_V.0,WO_GV_AANTAL_LANGDURIG_ZIEKE_INWONERS_S.0,WO_GV_AANTAL_LANGDURIG_ZIEKE_INWONERS_V.0,WO_GV_INWONERS_MOBILITEIT_S.0,WO_GV_INWONERS_MOBILITEIT_V.0,WO_GV_OPPERVLAKTE_WATER_S.0,WO_GV_OPPERVLAKTE_WATER_V.0,WO_GV_PANDEN_MET_KWETSBARE_GROEPEN_S.0,WO_GV_PANDEN_MET_KWETSBARE_GROEPEN_V.0,WO_GV_SOCIAAL_MINIMUM_S.0,WO_GV_SOCIAAL_MINIMUM_V.0,WO_GV_TYPE_RIOLERING_S.0,WO_GV_TYPE_RIOLERING_V.0,WO_KLIMAATOMSTANDIGHEID_S.0,WO_KO_WATERDIEPTE_S.0,WO_KO_WATERDIEPTE_V.0,WO_TOTAAL_S.0,WV_AANPASSINGSVERMOGEN_S.0,WV_AV_AANKOMSTTIJD_S.0,WV_AV_EVACUATIE_AANKOMSTTIJD_V.0,WV_AV_VERTICALE_EVACUATIE_ROUTES_S.0,WV_AV_VERTICALE_EVACUATIE_ROUTES_V.0,WV_BLOOTSTELLING_S.0,WV_BS_AANTAL_INWONERS_S.0,WV_BS_AANTAL_INWONERS_V.0,WV_BS_OVERSTROMINGSDUUR_S.0,WV_BS_OVERSTROMINGSDUUR_V.0,WV_BS_VITAAL_EN_KWETSBAAR_S.0,WV_BS_VITAAL_EN_KWETSBAAR_V.0,WV_GEVOELIGHEID_S.0,WV_GV_AANTAL_65PLUS_S.0,WV_GV_AANTAL_65PLUS_V.0,WV_GV_AANTAL_LAAG_OPGELEIDEN_S.0,WV_GV_AANTAL_LAAG_OPGELEIDEN_V.0,WV_GV_AANTAL_LANGDURING_ZIEKE_INWONERS_S.0,WV_GV_AANTAL_LANGDURING_ZIEKE_INWONERS_V.0,WV_GV_INWONERS_MOBILITEIT_S.0,WV_GV_INWONERS_MOBILITEIT_V.0,WV_GV_INWONERS_SOCIAAL_MINIMUM_S.0,WV_GV_INWONERS_SOCIAAL_MINIMUM_V.0,WV_GV_PANDEN_MET_KWETSBARE_GROEPEN_S.0,WV_GV_PANDEN_MET_KWETSBARE_GROEPEN_V.0,WV_KLIMAATOMSTANDIGHEID_S.0,WV_KO_OVERSTROMINGSDIEPTE_1_X_100000_S.0,WV_KO_OVERSTROMINGSDIEPTE_1_X_100000_V.0,WV_KO_OVERSTROMINGSDIEPTE_1_X_10000_S.0,WV_KO_OVERSTROMINGSDIEPTE_1_X_10000_V.0,WV_KO_OVERSTROMINGSDIEPTE_1_X_1000_S.0,WV_KO_OVERSTROMINGSDIEPTE_1_X_1000_V.0,WV_KO_OVERSTROMINGSDIEPTE_1_X_100_S.0,WV_KO_OVERSTROMINGSDIEPTE_1_X_100_V.0,WV_TOTAAL_S.0
RK_Dichtersbuurt,2.98,3.5,4.0,64.0,3.0,6.05,3.0,2.0,22.0,4.0,44.0,2.8,3.0,0.35197,1.0,0.085517,1.0,0.0,5.0,0.600587,4.0,3.0,3.0,3.0,1.1,3.075,2.5,2.0,1.250681,3.0,0.184473,2.33,1820.0,3.0,1.0,0.0,3.0,0.21,3.17,3.0,215.0,300.0,4.0,4.0,31.0,4.0,8.0,3.0,7.0,1.0,0.0,3.0,3.0,36.27,2.75,3.0,4.0,22.0,2.0,44.0,3.0,0.0,2.33,0.0,3.0,1820.0,1.0,1.0,0.0,1.0,0.0,4.0,0.202776,4.0,0.302521,3.25,3.0,215.0,4.0,300.0,4.0,31.0,4.0,8.0,3.0,6.05,1.0,0.0,3.0,7.0,4.0,0.362898,4.0,4.0,0.0362,3.145,3.0,1.0,68.746733,5.0,2.631516,2.67,3.0,1820.0,4.0,4.0,1.0,0.0,3.17,3.0,8.0,4.0,300.0,4.0,0.0,4.0,8.0,3.0,7.0,1.0,0.0,3.0,3.0,1.77,3.0,1.76,3.0,1.7,3.0,0.72,2.96
RK_Scheldebuurt Oost,2.98,4.5,4.0,71.0,5.0,0.0,3.0,3.0,40.0,3.0,36.0,1.8,2.0,0.14472,1.0,0.0,1.0,0.0,3.0,0.241729,2.0,5.0,3.0,3.0,1.09,3.075,2.0,3.0,2.156556,1.0,0.562695,2.67,2340.0,4.0,2.0,103.684486,2.0,0.328,3.0,4.0,280.0,120.0,3.0,2.0,25.0,2.0,5.0,2.0,6.0,5.0,1.975687,4.0,4.0,37.49,2.92,3.0,3.0,40.0,3.0,36.0,3.0,0.78,3.17,103.684486,4.0,2340.0,2.0,1.0,0.0,4.0,0.01,5.0,0.473631,3.0,0.203571,3.38,4.0,280.0,3.0,120.0,2.0,25.0,2.0,5.0,5.0,0.0,5.0,1.975687,2.0,6.0,4.0,0.286538,5.0,5.0,0.0483,3.6375,2.5,3.0,17.5,2.0,1.438932,2.67,4.0,2340.0,3.0,3.0,1.0,0.0,3.0,4.0,5.0,3.0,120.0,2.0,153.572493,2.0,5.0,2.0,6.0,5.0,1.975687,1.0,1.0,0.04,1.0,0.0,1.0,0.0,1.0,0.0,2.29
RK_Schipluidenbuurt,2.96,4.5,5.0,85.0,4.0,2.55,1.0,1.0,17.0,1.0,15.0,2.6,2.0,0.1271,1.0,0.0,3.0,0.090866,5.0,0.448685,2.0,5.0,3.0,3.0,1.1525,2.775,3.0,2.0,1.72973,4.0,0.064045,2.67,1370.0,3.0,1.0,50.262169,4.0,0.127,2.0,1.0,5.0,20.0,2.0,1.0,17.0,1.0,1.0,2.0,5.0,5.0,2.958603,4.0,4.0,37.75,2.92,4.0,5.0,17.0,5.0,15.0,2.0,0.939091,2.83,50.262169,3.0,1370.0,1.0,1.0,0.0,4.0,0.007,4.0,0.229432,4.0,0.4,2.13,1.0,5.0,2.0,20.0,1.0,17.0,1.0,1.0,4.0,2.55,5.0,2.958603,2.0,5.0,1.0,0.0,5.0,5.0,0.0451,3.49,3.0,3.0,23.973837,3.0,2.033966,2.67,3.0,1370.0,4.0,4.0,1.0,0.0,2.0,1.0,1.0,2.0,20.0,1.0,1.479948,1.0,1.0,2.0,5.0,5.0,2.958603,3.0,3.0,0.85,3.0,0.79,3.0,0.79,3.0,0.69,2.67
RK_Park de Meer,2.96,2.5,3.0,56.0,2.0,10.33,4.0,4.0,44.0,4.0,44.0,2.8,1.0,0.091374,1.0,0.049782,5.0,0.32943,5.0,1.061194,2.0,4.02104,3.0,3.0,1.2,3.075,3.0,2.0,1.666667,4.0,0.023208,2.33,1565.0,3.0,1.0,12.198974,3.0,0.207,2.83,4.0,295.0,180.0,3.0,4.0,30.0,3.0,8.0,2.0,5.0,1.0,0.0,4.0,4.0,37.12,3.04,2.0,2.0,44.0,2.0,44.0,2.0,0.945,2.33,12.198974,3.0,1565.0,1.0,1.0,0.0,5.0,0.084,2.0,0.072216,2.0,0.131579,2.5,4.0,295.0,3.0,180.0,4.0,30.0,3.0,8.0,2.0,10.33,1.0,0.0,2.0,5.0,1.0,0.0,3.0,3.0,0.0214,2.4575,3.0,1.0,274.113287,5.0,2.603263,3.0,3.0,1565.0,5.0,4.420506,1.0,0.0,2.83,4.0,8.0,3.0,180.0,4.0,104.832572,3.0,8.0,2.0,5.0,1.0,0.0,4.25,5.0,4.63,5.0,4.63,5.0,4.63,2.0,0.28,3.27
RK_Diamantbuurt,2.96,2.5,4.0,63.0,1.0,17.33,3.0,5.0,54.0,1.0,17.0,2.6,4.0,0.418435,4.0,10.823596,2.0,0.008612,1.0,0.067255,2.0,4.592793,4.0,4.0,1.4675,3.025,2.0,2.0,1.766607,2.0,0.458299,2.33,3040.0,5.0,1.0,80.179137,1.0,0.411,4.5,5.0,520.0,620.0,5.0,5.0,34.0,5.0,13.0,5.0,20.0,2.0,0.007708,2.0,2.0,36.0,2.71,2.67,1.0,54.0,5.0,17.0,2.0,0.978824,2.0,80.179137,5.0,3040.0,1.0,1.0,0.0,1.0,0.0,2.0,0.030499,2.0,0.107062,4.13,5.0,520.0,5.0,620.0,5.0,34.0,5.0,13.0,1.0,17.33,2.0,0.007708,5.0,20.0,5.0,0.999077,2.0,2.0,0.0106,2.7,4.0,4.0,10.850582,4.0,2.312449,3.33,5.0,3040.0,4.0,3.057132,1.0,0.0,4.5,5.0,13.0,5.0,620.0,5.0,245.167442,5.0,13.0,5.0,20.0,2.0,0.007708,1.75,1.0,0.19,2.0,0.29,2.0,0.28,2.0,0.22,3.4
RK_Noordwestkwadrant Indische buurt Zuid,2.96,5.0,5.0,83.0,5.0,0.0,3.0,5.0,51.0,1.0,11.0,1.6,2.0,0.109169,1.0,0.0,1.0,0.0,1.0,0.09674,3.0,4.0,3.0,3.0,1.156,3.15,2.0,3.0,2.63964,1.0,0.57859,3.33,4480.0,5.0,3.0,211.819972,2.0,0.394,4.17,4.0,405.0,790.0,5.0,3.0,28.0,4.0,10.0,4.0,13.0,5.0,1.024206,3.0,3.0,36.14,3.13,3.0,1.0,51.0,5.0,11.0,3.0,0.843333,3.17,211.819972,5.0,4480.0,3.0,1.0,0.0,4.0,0.001,3.0,0.075317,3.0,0.290323,4.38,4.0,405.0,5.0,790.0,3.0,28.0,4.0,10.0,5.0,0.0,5.0,1.024206,4.0,13.0,5.0,1.0,2.0,2.0,0.0115,3.1375,1.5,1.0,0.0,2.0,1.82369,3.0,5.0,4480.0,3.0,3.0,1.0,0.0,4.17,4.0,10.0,5.0,790.0,3.0,204.960697,4.0,10.0,4.0,13.0,5.0,1.024206,1.0,1.0,0.08,1.0,0.0,1.0,0.0,1.0,0.0,2.42
RK_Frederik Hendrikbuurt Zuidoost,2.96,3.5,4.0,78.0,3.0,8.63,2.5,4.0,42.0,1.0,12.0,2.8,3.0,0.354258,5.0,17.976235,2.0,0.001513,1.0,0.07869,3.0,3.026956,3.0,3.0,1.173,2.95,2.0,3.0,2.589354,1.0,0.61084,3.0,3245.0,5.0,1.0,98.904919,3.0,0.257,4.17,4.0,345.0,610.0,5.0,3.0,27.0,3.0,6.0,5.0,15.0,5.0,1.964829,4.0,4.0,37.32,3.29,3.0,2.0,42.0,5.0,12.0,2.0,0.936522,2.33,98.904919,5.0,3245.0,1.0,1.0,0.0,4.0,0.002,1.0,0.011482,2.0,0.165072,4.13,4.0,345.0,5.0,610.0,3.0,27.0,3.0,6.0,3.0,8.63,5.0,1.964829,5.0,15.0,5.0,0.980154,1.0,1.0,0.0083,2.615,3.5,4.0,10.467773,3.0,2.023057,3.0,5.0,3245.0,3.0,3.0,1.0,0.0,4.17,4.0,6.0,5.0,610.0,3.0,152.323409,3.0,6.0,5.0,15.0,5.0,1.964829,1.25,2.0,0.45,1.0,0.0,1.0,0.0,1.0,0.0,2.98
RK_Buikslotermeer Noord,2.95,2.0,2.0,38.0,2.0,11.35,4.0,3.0,40.0,5.0,63.0,3.2,3.0,0.238527,1.0,0.0,5.0,0.406785,5.0,1.561004,2.0,5.0,2.0,2.0,0.913333,2.8,3.0,2.0,1.073171,4.0,0.018623,2.0,2490.0,4.0,1.0,52.64604,1.0,0.439,4.0,5.0,625.0,360.0,4.0,4.0,31.0,4.0,10.0,3.0,8.0,4.0,1.001311,2.0,2.0,35.67,2.75,2.33,3.0,40.0,1.0,63.0,3.0,0.657778,3.0,52.64604,4.0,2490.0,1.0,1.0,0.0,4.0,0.001,3.0,0.095109,5.0,0.587629,3.38,5.0,625.0,4.0,360.0,4.0,31.0,4.0,10.0,2.0,11.35,4.0,1.001311,3.0,8.0,1.0,0.0,3.0,3.0,0.0237,2.9275,3.0,1.0,0.0,5.0,2.409561,3.33,4.0,2490.0,5.0,4.558098,1.0,0.0,4.0,5.0,10.0,4.0,360.0,4.0,351.961649,4.0,10.0,3.0,8.0,4.0,1.001311,3.0,5.0,3.57,3.0,1.43,3.0,1.43,1.0,0.0,3.33
RK_Postjeskade e0o0,2.95,3.0,3.0,60.0,3.0,8.82,4.5,5.0,52.0,4.0,41.0,3.4,4.0,0.419563,3.0,4.669686,3.0,0.048954,5.0,0.641643,2.0,5.0,4.0,4.0,1.308571,3.725,2.0,3.0,2.361074,1.0,0.58189,2.33,3025.0,4.0,1.0,93.20247,2.0,0.394,3.17,4.0,315.0,250.0,3.0,2.0,26.0,3.0,7.0,3.0,8.0,4.0,0.998222,3.0,3.0,36.85,2.63,1.67,1.0,52.0,2.0,41.0,2.0,1.045,2.83,93.20247,4.0,3025.0,1.0,1.0,0.0,4.0,0.004,5.0,0.370863,2.0,0.188406,2.88,4.0,315.0,3.0,250.0,2.0,26.0,3.0,7.0,3.0,8.82,4.0,0.998222,3.0,8.0,1.0,0.0,4.0,4.0,0.0397,2.845,3.0,3.0,13.816854,3.0,2.060619,3.0,4.0,3025.0,4.0,4.0,1.0,0.0,3.17,4.0,7.0,3.0,250.0,2.0,156.110159,3.0,7.0,3.0,8.0,4.0,0.998222,1.25,2.0,0.43,1.0,0.0,1.0,0.0,1.0,0.0,2.61
RK_Filips van Almondekwartier,2.95,3.5,4.0,76.0,3.0,7.73,2.5,4.0,49.0,1.0,14.0,3.0,3.0,0.265462,3.0,4.630252,3.0,0.039717,4.0,0.366027,2.0,4.679088,3.0,3.0,1.05,3.0,2.5,4.0,3.766423,1.0,0.573826,2.33,1095.0,2.0,2.0,136.123972,3.0,0.282,3.0,2.0,85.0,150.0,3.0,2.0,26.0,3.0,7.0,4.0,12.0,4.0,0.996431,4.0,4.0,37.65,2.96,3.33,2.0,49.0,5.0,14.0,3.0,0.71,2.5,136.123972,2.0,1095.0,2.0,1.0,0.0,1.0,0.0,4.0,0.188249,5.0,0.415254,2.75,2.0,85.0,3.0,150.0,2.0,26.0,3.0,7.0,3.0,7.73,4.0,0.996431,4.0,12.0,1.0,0.0,4.0,4.0,0.0317,3.145,4.0,4.0,5.765187,4.0,2.304484,2.33,2.0,1095.0,4.0,4.0,1.0,0.0,3.0,2.0,7.0,3.0,150.0,2.0,41.989757,3.0,7.0,4.0,12.0,4.0,0.996431,1.5,3.0,0.64,1.0,0.0,1.0,0.0,1.0,0.0,2.71
RK_Haveneiland Oost,2.95,3.0,4.0,76.0,2.0,12.97,1.0,1.0,11.0,1.0,19.0,2.6,1.0,0.057407,1.0,0.0,4.0,0.146494,5.0,0.554637,2.0,4.034073,3.0,3.0,1.1,2.4,3.5,3.0,2.076751,4.0,0.027349,3.33,6015.0,5.0,1.0,22.887419,4.0,0.195,3.5,3.0,205.0,750.0,5.0,2.0,26.0,3.0,7.0,3.0,7.0,5.0,1.978795,4.0,4.0,37.19,3.58,4.33,5.0,11.0,5.0,19.0,3.0,0.0,3.17,22.887419,5.0,6015.0,1.0,1.0,1.0,5.0,0.088,5.0,0.378634,2.0,0.109164,3.0,3.0,205.0,5.0,750.0,2.0,26.0,3.0,7.0,2.0,12.97,5.0,1.978795,3.0,7.0,1.0,0.0,3.0,3.0,0.0297,3.375,1.0,1.0,0.0,1.0,1.004366,2.33,5.0,6015.0,1.0,0.0,1.0,1.0,3.5,3.0,7.0,5.0,750.0,2.0,83.291621,3.0,7.0,3.0,7.0,5.0,1.978795,3.0,3.0,0.81,3.0,0.81,3.0,1.07,3.0,0.9,2.46
RK_Rode Kruisbuurt,2.94,4.0,4.0,64.0,4.0,3.67,3.0,2.0,22.0,4.0,47.0,2.8,2.0,0.144323,1.0,0.0,4.0,0.118971,5.0,1.107513,2.0,5.0,5.0,5.0,2.83,3.7,3.5,2.0,1.052632,5.0,0.002228,2.0,235.0,1.0,1.0,52.64604,4.0,0.151,2.67,2.0,80.0,20.0,2.0,4.0,31.0,3.0,6.0,1.0,0.0,4.0,0.987336,3.0,3.0,36.67,2.79,2.33,4.0,22.0,2.0,47.0,1.0,2.342857,2.17,52.64604,1.0,235.0,1.0,1.0,0.0,1.0,0.0,4.0,0.206401,5.0,0.643939,2.63,2.0,80.0,2.0,20.0,4.0,31.0,3.0,6.0,4.0,3.67,4.0,0.987336,1.0,0.0,1.0,0.0,4.0,4.0,0.0363,2.7825,2.5,1.0,0.0,4.0,2.38543,2.33,1.0,235.0,5.0,4.087047,1.0,0.0,2.67,2.0,6.0,2.0,20.0,4.0,35.114059,3.0,6.0,1.0,0.0,4.0,0.987336,2.5,3.0,0.94,3.0,1.16,3.0,1.16,1.0,0.0,2.5
RK_Buitenveldert Midden Zuid,2.94,3.0,3.0,45.0,3.0,8.96,4.0,3.0,40.0,5.0,62.0,3.0,2.0,0.184464,1.0,0.011757,5.0,0.282874,5.0,1.473039,2.0,5.0,4.0,4.0,1.279091,3.5,3.0,1.0,0.79558,5.0,0.012109,2.33,3845.0,5.0,1.0,21.419859,1.0,0.415,3.67,5.0,495.0,580.0,5.0,2.0,26.0,3.0,7.0,2.0,6.0,5.0,2.996331,2.0,2.0,35.32,2.75,2.0,3.0,40.0,1.0,62.0,2.0,0.985,3.0,21.419859,5.0,3845.0,1.0,1.0,0.0,1.0,0.0,5.0,0.34965,5.0,0.481557,3.25,5.0,495.0,5.0,580.0,2.0,26.0,3.0,7.0,3.0,8.96,5.0,2.996331,2.0,6.0,1.0,0.0,4.0,4.0,0.034,3.0625,1.5,1.0,0.0,2.0,1.765891,3.67,5.0,3845.0,5.0,4.226773,1.0,0.0,3.67,5.0,7.0,5.0,580.0,2.0,303.727208,3.0,7.0,2.0,6.0,5.0,2.996331,1.0,1.0,0.15,1.0,0.15,1.0,0.15,1.0,0.0,2.46
RK_Rijnbuurt West,2.94,4.0,4.0,71.0,4.0,0.02,3.5,5.0,63.0,2.0,26.0,1.8,2.0,0.114257,1.0,0.0,1.0,0.0,3.0,0.230463,2.0,5.0,3.0,3.0,1.225,3.075,1.5,2.0,1.147541,1.0,0.582517,2.0,1665.0,3.0,1.0,37.819079,2.0,0.364,4.33,4.0,360.0,420.0,4.0,5.0,39.0,5.0,16.0,5.0,23.0,3.0,0.0208,4.0,4.0,37.29,2.96,2.33,1.0,63.0,4.0,26.0,2.0,0.95,2.5,37.819079,3.0,1665.0,1.0,1.0,0.0,1.0,0.0,5.0,0.421117,4.0,0.371795,3.88,4.0,360.0,4.0,420.0,5.0,39.0,5.0,16.0,4.0,0.02,3.0,0.0208,5.0,23.0,1.0,0.0,5.0,5.0,0.0471,3.4275,1.5,1.0,0.0,2.0,1.700364,2.33,3.0,1665.0,3.0,3.0,1.0,0.0,4.33,4.0,16.0,4.0,420.0,5.0,197.736335,5.0,16.0,5.0,23.0,3.0,0.0208,1.0,1.0,0.01,1.0,0.0,1.0,0.0,1.0,0.0,2.29
RK_Aalsmeerwegbuurt Oost,2.93,4.0,4.0,75.0,4.0,4.9,2.5,3.0,34.0,2.0,27.0,3.2,4.0,0.49187,4.0,6.538547,2.0,0.030143,4.0,0.30897,2.0,5.0,3.0,3.0,1.1025,3.175,2.0,3.0,2.467611,1.0,0.527332,2.67,2165.0,4.0,2.0,100.692838,2.0,0.322,2.67,3.0,225.0,180.0,3.0,2.0,26.0,3.0,6.0,3.0,9.0,2.0,0.010184,3.0,3.0,36.7,2.59,3.33,3.0,34.0,4.0,27.0,3.0,0.762222,3.0,100.692838,4.0,2165.0,2.0,1.0,0.0,4.0,0.008,4.0,0.26506,3.0,0.207977,2.63,3.0,225.0,3.0,180.0,2.0,26.0,3.0,6.0,4.0,4.9,2.0,0.010184,3.0,9.0,1.0,0.0,4.0,4.0,0.0353,3.24,4.0,4.0,9.047445,4.0,2.320232,3.0,4.0,2165.0,4.0,3.412497,1.0,0.0,2.67,3.0,6.0,3.0,180.0,2.0,99.317898,3.0,6.0,3.0,9.0,2.0,0.010184,1.25,2.0,0.38,1.0,0.14,1.0,0.14,1.0,0.0,2.73
RK_Elzenhagen Noord,2.93,3.0,4.0,62.0,2.0,11.8,3.0,4.0,45.0,2.0,28.0,3.0,2.0,0.186304,1.0,0.003964,5.0,0.26828,5.0,0.470635,2.0,4.911982,1.0,1.0,0.485,2.5,4.0,3.0,2.912752,5.0,0.005616,3.67,3315.0,5.0,1.0,14.034662,5.0,0.089,2.5,3.0,220.0,430.0,4.0,2.0,25.0,3.0,6.0,2.0,6.0,1.0,0.002338,3.0,3.0,36.32,3.29,3.67,2.0,45.0,4.0,28.0,5.0,0.186667,2.83,14.034662,5.0,3315.0,1.0,1.0,1.0,4.0,0.006,3.0,0.100507,3.0,0.204638,2.25,3.0,220.0,4.0,430.0,2.0,25.0,3.0,6.0,2.0,11.8,1.0,0.002338,2.0,6.0,1.0,0.0,3.0,3.0,0.0209,2.9375,3.0,1.0,0.0,5.0,2.628624,3.67,5.0,3315.0,5.0,4.077459,1.0,1.0,2.5,3.0,6.0,4.0,430.0,2.0,87.897932,3.0,6.0,2.0,6.0,1.0,0.002338,2.75,4.0,3.47,3.0,0.55,3.0,0.55,1.0,0.0,2.98
RK_Amstel III deel A/B Zuid,2.93,3.5,4.0,80.0,3.0,6.73,1.0,1.0,5.0,1.0,20.0,3.4,3.0,0.395604,1.0,0.096939,4.0,0.220226,5.0,0.976516,4.0,2.438935,3.0,3.0,1.224286,2.725,3.0,3.0,2.076923,3.0,0.088972,3.33,2305.0,4.0,2.0,110.9199,4.0,0.142,1.67,1.0,0.0,40.0,2.0,1.0,19.0,1.0,2.0,2.0,5.0,3.0,0.019976,4.0,4.0,37.26,3.0,4.0,5.0,5.0,5.0,20.0,2.0,1.051,2.67,110.9199,4.0,2305.0,2.0,1.0,1.0,1.0,0.0,3.0,0.112106,5.0,0.652174,1.75,1.0,0.0,2.0,40.0,1.0,19.0,1.0,2.0,3.0,6.73,3.0,0.019976,2.0,5.0,1.0,0.0,4.0,4.0,0.035,3.105,3.5,3.0,22.317594,4.0,2.190792,3.33,4.0,2305.0,5.0,4.634511,1.0,1.0,1.67,1.0,2.0,2.0,40.0,1.0,0.695142,1.0,2.0,2.0,5.0,3.0,0.019976,3.0,3.0,1.2,3.0,1.2,3.0,1.2,3.0,0.9,2.88
RK_Koningin Wilhelminaplein,2.93,3.5,4.0,64.0,3.0,7.24,2.5,1.0,5.0,4.0,47.0,2.8,2.0,0.15948,1.0,0.0,4.0,0.133838,5.0,1.112548,2.0,5.0,4.0,4.0,1.306667,3.2,3.0,3.0,2.11236,3.0,0.110033,2.33,2970.0,4.0,1.0,50.262169,2.0,0.36,2.33,3.0,180.0,240.0,3.0,1.0,20.0,1.0,3.0,2.0,3.0,4.0,0.998318,3.0,3.0,36.91,2.67,3.0,5.0,5.0,2.0,47.0,2.0,1.026667,2.5,50.262169,4.0,2970.0,1.0,2.0,2.0,1.0,0.0,5.0,0.355786,2.0,0.146154,2.25,3.0,180.0,3.0,240.0,1.0,20.0,1.0,3.0,3.0,7.24,4.0,0.998318,2.0,3.0,1.0,0.0,4.0,4.0,0.036,2.9375,3.0,3.0,14.553367,3.0,2.066036,3.33,4.0,2970.0,4.0,4.0,2.0,2.0,2.33,3.0,3.0,3.0,240.0,1.0,78.634698,1.0,3.0,2.0,3.0,4.0,0.998318,3.0,3.0,0.93,3.0,0.78,3.0,0.78,3.0,0.69,2.92
